date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:41:52	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Sep%202026%2017:33:27%20GMT	http://www.rick-fairlamb.co.uk/wp-content/uploads/2024/06/lloyds-take-a-Plunge-2-cropalt-version-310x150.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2024/06/lloyds-take-a-Plunge-2-cropalt-version-310x150.jpg	(from https://www.rick-fairlamb.co.uk/)
18:41:52	10566/10566	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Sep%202026%2017:33:27%20GMT	https://www.rick-fairlamb.co.uk/portfolio/storyboards/lloyds-beach-storyboard-part-1/	site/www.rick-fairlamb.co.uk/portfolio/storyboards/lloyds-beach-storyboard-part-1/index.html	(from https://www.rick-fairlamb.co.uk/)
18:41:52	10938/10938	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Sep%202026%2017:33:27%20GMT	https://www.rick-fairlamb.co.uk/portfolio/storyboards/lloyds-beach-storyboard-1/	site/www.rick-fairlamb.co.uk/portfolio/storyboards/lloyds-beach-storyboard-1/index.html	(from https://www.rick-fairlamb.co.uk/)
18:41:52	15297/15297	---M--	200	added ('OK')	image/jpeg	etag:%226679b3b4-3bc1%22	https://www.rick-fairlamb.co.uk/wp-content/uploads/2024/06/lloyds-take-a-Plunge-2-cropalt-version-310x150.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2024/06/lloyds-take-a-Plunge-2-cropalt-version-310x150.jpg	(from https://www.rick-fairlamb.co.uk/)
18:41:53	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Sep%202026%2017:33:27%20GMT	http://www.rick-fairlamb.co.uk/wp-content/uploads/2024/04/L-02a-crop-310x150.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2024/04/L-02a-crop-310x150.jpg	(from https://www.rick-fairlamb.co.uk/)
18:41:53	12168/12168	---M--	200	added ('OK')	image/jpeg	etag:%22662a62b6-2f88%22	https://www.rick-fairlamb.co.uk/wp-content/uploads/2024/04/L-02a-crop-310x150.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2024/04/L-02a-crop-310x150.jpg	(from https://www.rick-fairlamb.co.uk/)
18:41:53	4326/4326	---MCZ	200	added ('OK')	application/javascript	etag:W/%2259e9fc90-10e6%22	https://www.rick-fairlamb.co.uk/wp-includes/js/jquery/ui.core.js?ver=1.8.12	site/www.rick-fairlamb.co.uk/wp-includes/js/jquery/ui.core926d.js	(from https://www.rick-fairlamb.co.uk/)
18:41:53	631/631	---M--	200	added ('OK')	image/png	etag:%22277-55bfa99de7d40%22	https://www.rick-fairlamb.co.uk/wp-content/themes/f8-static/images/rss.png	site/www.rick-fairlamb.co.uk/wp-content/themes/f8-static/images/rss.png	(from https://www.rick-fairlamb.co.uk/wp-content/themes/f8-static/style.css)
18:41:54	10731/10731	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Sep%202026%2017:33:28%20GMT	https://www.rick-fairlamb.co.uk/portfolio/storyboards/lloyds-take-a-plunge-storyboard-part-2/	site/www.rick-fairlamb.co.uk/portfolio/storyboards/lloyds-take-a-plunge-storyboard-part-2/index.html	(from https://www.rick-fairlamb.co.uk/)
18:41:54	154/154	---M--	200	added ('OK')	image/png	etag:%229a-55bfa99de7d40%22	https://www.rick-fairlamb.co.uk/wp-content/themes/f8-static/images/li.png	site/www.rick-fairlamb.co.uk/wp-content/themes/f8-static/images/li.png	(from https://www.rick-fairlamb.co.uk/wp-content/themes/f8-static/style.css)
18:41:54	154/154	---M--	200	added ('OK')	image/png	etag:%229a-55bfa99de7d40%22	https://www.rick-fairlamb.co.uk/wp-content/themes/f8-static/images/li-white.png	site/www.rick-fairlamb.co.uk/wp-content/themes/f8-static/images/li-white.png	(from https://www.rick-fairlamb.co.uk/wp-content/themes/f8-static/style.css)
18:41:54	30421/30421	---M--	200	added ('OK')	image/png	etag:%2259e9fc8d-76d5%22	https://www.rick-fairlamb.co.uk/wp-content/themes/f8-static/images/x.png	site/www.rick-fairlamb.co.uk/wp-content/themes/f8-static/images/x.png	(from https://www.rick-fairlamb.co.uk/wp-content/themes/f8-static/style.css)
18:41:55	1662/1662	---MCZ	200	added ('OK')	text/xml	etag:W/%22a238e427fbe0af4830ac77dc62962bfe%22	https://www.rick-fairlamb.co.uk/comments/feed/	site/www.rick-fairlamb.co.uk/comments/feed/index.html	(from https://www.rick-fairlamb.co.uk/)
18:41:55	527/527	---M--	200	added ('OK')	image/gif	etag:%2220f-55bfa99de7d40%22	https://www.rick-fairlamb.co.uk/wp-content/themes/f8-static/images/search.gif	site/www.rick-fairlamb.co.uk/wp-content/themes/f8-static/images/search.gif	(from https://www.rick-fairlamb.co.uk/wp-content/themes/f8-static/style.css)
18:41:55	206/206	---M--	200	added ('OK')	image/png	etag:%22ce-55bfa99de7d40%22	https://www.rick-fairlamb.co.uk/wp-content/themes/f8-static/css/src/grid.png	site/www.rick-fairlamb.co.uk/wp-content/themes/f8-static/css/src/grid.png	(from https://www.rick-fairlamb.co.uk/wp-content/themes/f8-static/css/screen.css)
18:41:56	2109/2109	---MCZ	200	added ('OK')	text/css	etag:W/%2259e9fc8d-83d%22	https://www.rick-fairlamb.co.uk/wp-content/plugins/cforms/styling/calendar.css	site/www.rick-fairlamb.co.uk/wp-content/plugins/cforms/styling/calendar.css	(from https://www.rick-fairlamb.co.uk/wp-content/plugins/cforms/styling/minimal.css)
18:41:56	64/64	---M--	200	added ('OK')	image/gif	etag:%2240-55bfa99de7d40%22	https://www.rick-fairlamb.co.uk/wp-content/plugins/cforms/images/field-bg-top.gif	site/www.rick-fairlamb.co.uk/wp-content/plugins/cforms/images/field-bg-top.gif	(from https://www.rick-fairlamb.co.uk/wp-content/plugins/cforms/styling/minimal.css)
18:41:56	61/61	---M--	200	added ('OK')	image/gif	etag:%223d-55bfa99de7d40%22	https://www.rick-fairlamb.co.uk/wp-content/plugins/cforms/images/field-bg-bottom.gif	site/www.rick-fairlamb.co.uk/wp-content/plugins/cforms/images/field-bg-bottom.gif	(from https://www.rick-fairlamb.co.uk/wp-content/plugins/cforms/styling/minimal.css)
18:41:56	91/91	---M--	200	added ('OK')	image/gif	etag:%225b-55bfa99de7d40%22	https://www.rick-fairlamb.co.uk/wp-content/plugins/cforms/images/button-bg.gif	site/www.rick-fairlamb.co.uk/wp-content/plugins/cforms/images/button-bg.gif	(from https://www.rick-fairlamb.co.uk/wp-content/plugins/cforms/styling/minimal.css)
18:41:57	250/250	---M--	200	added ('OK')	image/png	etag:%22fa-55bfa99de7d40%22	https://www.rick-fairlamb.co.uk/wp-content/plugins/cforms/styling/li-err-bg.png	site/www.rick-fairlamb.co.uk/wp-content/plugins/cforms/styling/li-err-bg.png	(from https://www.rick-fairlamb.co.uk/wp-content/plugins/cforms/styling/minimal.css)
18:41:57	559/559	---M--	200	added ('OK')	image/png	etag:%2222f-55bfa99de7d40%22	https://www.rick-fairlamb.co.uk/wp-content/plugins/cforms/styling/icon-alert.png	site/www.rick-fairlamb.co.uk/wp-content/plugins/cforms/styling/icon-alert.png	(from https://www.rick-fairlamb.co.uk/wp-content/plugins/cforms/styling/minimal.css)
18:41:57	405/405	---M--	200	added ('OK')	image/gif	etag:%22195-55bfa99de7d40%22	https://www.rick-fairlamb.co.uk/wp-content/plugins/cforms/styling/captcha_reset_white.gif	site/www.rick-fairlamb.co.uk/wp-content/plugins/cforms/styling/captcha_reset_white.gif	(from https://www.rick-fairlamb.co.uk/wp-content/plugins/cforms/styling/minimal.css)
18:41:57	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Sep%202026%2017:33:32%20GMT	http://www.rick-fairlamb.co.uk/wp-content/uploads/2008/10/character-design2017.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2008/10/character-design2017.jpg	(from https://www.rick-fairlamb.co.uk/portfolio/)
18:41:58	11430/11430	---M--	200	added ('OK')	image/jpeg	etag:%2259ea105a-2ca6%22	https://www.rick-fairlamb.co.uk/wp-content/uploads/2008/10/character-design2017.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2008/10/character-design2017.jpg	(from https://www.rick-fairlamb.co.uk/portfolio/)
18:41:58	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Sep%202026%2017:33:32%20GMT	http://www.rick-fairlamb.co.uk/wp-content/uploads/2008/10/illustration2017.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2008/10/illustration2017.jpg	(from https://www.rick-fairlamb.co.uk/portfolio/)
18:41:58	11312/11312	---M--	200	added ('OK')	image/jpeg	etag:%2259ea105b-2c30%22	https://www.rick-fairlamb.co.uk/wp-content/uploads/2008/10/illustration2017.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2008/10/illustration2017.jpg	(from https://www.rick-fairlamb.co.uk/portfolio/)
18:41:58	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Sep%202026%2017:33:33%20GMT	http://www.rick-fairlamb.co.uk/wp-content/uploads/2008/10/City-Element-Storyboard-01crop12.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2008/10/City-Element-Storyboard-01crop12.jpg	(from https://www.rick-fairlamb.co.uk/portfolio/)
18:41:59	43300/43300	---M--	200	added ('OK')	image/jpeg	etag:%2259e9fc8d-a924%22	https://www.rick-fairlamb.co.uk/wp-content/uploads/2008/10/City-Element-Storyboard-01crop12.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2008/10/City-Element-Storyboard-01crop12.jpg	(from https://www.rick-fairlamb.co.uk/portfolio/)
18:41:59	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Sep%202026%2017:33:33%20GMT	http://www.rick-fairlamb.co.uk/wp-content/uploads/2008/10/gfol.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2008/10/gfol.jpg	(from https://www.rick-fairlamb.co.uk/portfolio/)
18:41:59	19880/19880	---M--	200	added ('OK')	image/jpeg	etag:%2259e9fc8d-4da8%22	https://www.rick-fairlamb.co.uk/wp-content/uploads/2008/10/gfol.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2008/10/gfol.jpg	(from https://www.rick-fairlamb.co.uk/portfolio/)
18:41:59	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Sep%202026%2017:33:34%20GMT	http://www.rick-fairlamb.co.uk/wp-content/uploads/2023/05/War-of-the-Worlds-Epiloguecrop.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2023/05/War-of-the-Worlds-Epiloguecrop.jpg	(from https://www.rick-fairlamb.co.uk/category/sketchbook/)
18:42:00	41349/41349	---M--	200	added ('OK')	image/jpeg	etag:%22646772e5-a185%22	https://www.rick-fairlamb.co.uk/wp-content/uploads/2023/05/War-of-the-Worlds-Epiloguecrop.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2023/05/War-of-the-Worlds-Epiloguecrop.jpg	(from https://www.rick-fairlamb.co.uk/category/sketchbook/)
18:42:00	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Sep%202026%2017:33:34%20GMT	http://www.rick-fairlamb.co.uk/wp-content/uploads/2023/01/Stranger-things-2-rough-2023-310x150.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2023/01/Stranger-things-2-rough-2023-310x150.jpg	(from https://www.rick-fairlamb.co.uk/category/sketchbook/)
18:42:00	14944/14944	---MCZ	200	added ('OK')	text/xml	etag:W/%228f6b0c3d657b67a5cf494d08aabfb6ad%22	https://www.rick-fairlamb.co.uk/category/sketchbook/feed/	site/www.rick-fairlamb.co.uk/category/sketchbook/feed/index.html	(from https://www.rick-fairlamb.co.uk/category/sketchbook/)
18:42:00	20663/20663	---M--	200	added ('OK')	image/jpeg	etag:%2263d11026-50b7%22	https://www.rick-fairlamb.co.uk/wp-content/uploads/2023/01/Stranger-things-2-rough-2023-310x150.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2023/01/Stranger-things-2-rough-2023-310x150.jpg	(from https://www.rick-fairlamb.co.uk/category/sketchbook/)
18:42:00	10800/10800	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Sep%202026%2017:33:35%20GMT	https://www.rick-fairlamb.co.uk/sketchbook/the-war-of-the-worlds-epilogue/	site/www.rick-fairlamb.co.uk/sketchbook/the-war-of-the-worlds-epilogue/index.html	(from https://www.rick-fairlamb.co.uk/category/sketchbook/)
18:42:01	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Sep%202026%2017:33:35%20GMT	http://www.rick-fairlamb.co.uk/wp-content/uploads/2023/01/Dracula-sml-crop-Harker-arrives-at-castle-Dracula-sketch-2023-310x150.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2023/01/Dracula-sml-crop-Harker-arrives-at-castle-Dracula-sketch-2023-310x150.jpg	(from https://www.rick-fairlamb.co.uk/category/sketchbook/)
18:42:01	10944/10944	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Sep%202026%2017:33:35%20GMT	https://www.rick-fairlamb.co.uk/sketchbook/stranger-things-pencil-and-colour-rough/	site/www.rick-fairlamb.co.uk/sketchbook/stranger-things-pencil-and-colour-rough/index.html	(from https://www.rick-fairlamb.co.uk/category/sketchbook/)
18:42:01	19562/19562	---M--	200	added ('OK')	image/jpeg	etag:%2263cfdcba-4c6a%22	https://www.rick-fairlamb.co.uk/wp-content/uploads/2023/01/Dracula-sml-crop-Harker-arrives-at-castle-Dracula-sketch-2023-310x150.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2023/01/Dracula-sml-crop-Harker-arrives-at-castle-Dracula-sketch-2023-310x150.jpg	(from https://www.rick-fairlamb.co.uk/category/sketchbook/)
18:42:01	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Sep%202026%2017:33:36%20GMT	http://www.rick-fairlamb.co.uk/wp-content/uploads/2023/01/Dracula-Harker-arrives-at-castle-Dracula-sketch-sml-2023-310x150.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2023/01/Dracula-Harker-arrives-at-castle-Dracula-sketch-sml-2023-310x150.jpg	(from https://www.rick-fairlamb.co.uk/category/sketchbook/)
18:42:01	11110/11110	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Sep%202026%2017:33:35%20GMT	https://www.rick-fairlamb.co.uk/sketchbook/dracula-harker-arrives-at-castle-dracula-sketch-for-illustration/	site/www.rick-fairlamb.co.uk/sketchbook/dracula-harker-arrives-at-castle-dracula-sketch-for-illustration/index.html	(from https://www.rick-fairlamb.co.uk/category/sketchbook/)
18:42:02	22458/22458	---M--	200	added ('OK')	image/jpeg	etag:%2263cfd9ee-57ba%22	https://www.rick-fairlamb.co.uk/wp-content/uploads/2023/01/Dracula-Harker-arrives-at-castle-Dracula-sketch-sml-2023-310x150.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2023/01/Dracula-Harker-arrives-at-castle-Dracula-sketch-sml-2023-310x150.jpg	(from https://www.rick-fairlamb.co.uk/category/sketchbook/)
18:42:02	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Sep%202026%2017:33:36%20GMT	http://www.rick-fairlamb.co.uk/wp-content/uploads/2023/01/Jeff-Beck-sketch-fb20231-310x150.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2023/01/Jeff-Beck-sketch-fb20231-310x150.jpg	(from https://www.rick-fairlamb.co.uk/category/sketchbook/)
18:42:02	10795/10795	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Sep%202026%2017:33:36%20GMT	https://www.rick-fairlamb.co.uk/sketchbook/va-sketch/	site/www.rick-fairlamb.co.uk/sketchbook/va-sketch/index.html	(from https://www.rick-fairlamb.co.uk/category/sketchbook/)
18:42:02	15773/15773	---M--	200	added ('OK')	image/jpeg	etag:%2263c187c7-3d9d%22	https://www.rick-fairlamb.co.uk/wp-content/uploads/2023/01/Jeff-Beck-sketch-fb20231-310x150.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2023/01/Jeff-Beck-sketch-fb20231-310x150.jpg	(from https://www.rick-fairlamb.co.uk/category/sketchbook/)
18:42:02	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Sep%202026%2017:33:37%20GMT	http://www.rick-fairlamb.co.uk/wp-content/uploads/2023/01/S-T-crop-310x150.jpg	site/www.rick-fairlamb.co.uk/wp-content/uploads/2023/01/S-T-crop-310x150.jpg	(from https://www.rick-fairlamb.co.uk/category/sketchbook/)
